,Date,BZF,CEW,CNY,CROC,CYB,DBV,DRR,EUFX,EUO,FXA,FXB,FXC,FXCH,FXE,FXF,FXS,FXSG,FXY,UDN,ULE,URR,USDU,UUP,YCL,YCS
0,2005-12-01,,,,,,,,,,,,,,108.079102,,,,,,,,,,,
1,2006-01-01,,,,,,,,,,,,,,111.033928,,,,,,,,,,,
2,2006-02-01,,,,,,,,,,,,,,109.007599,,,,,,,,,,,
3,2006-03-01,,,,,,,,,,,,,,111.04608200000001,,,,,,,,,,,
4,2006-04-01,,,,,,,,,,,,,,115.905922,,,,,,,,,,,
5,2006-05-01,,,,,,,,,,,,,,117.76836399999999,,,,,,,,,,,
6,2006-06-01,,,,,,,,,,52.838291000000005,165.92918400000002,82.113091,,117.648941,79.485649,126.647697,,,,,,,,,
7,2006-07-01,,,,,,,,,,54.576606999999996,168.163406,81.043114,,117.722076,78.990234,126.00138100000001,,,,,,,,,
8,2006-08-01,,,,,,,,,,54.539993,171.45701599999998,83.08062,,118.363152,79.016373,125.78338600000001,,,,,,,,,
9,2006-09-01,,,,,,23.613871,,,,53.44857,169.304321,82.31693299999999,,117.327278,77.754784,124.65682199999999,,,,,,,,,
10,2006-10-01,,,,,,24.067259,,,,55.773937,173.059296,82.317711,,118.38301100000001,78.314316,126.60646100000001,,,,,,,,,
11,2006-11-01,,,,,,23.746109,,,,57.071918000000004,178.94757099999998,81.08712,,123.06610900000001,81.263329,133.779282,,,,,,,,,
12,2006-12-01,,,,,,24.511198,,,,57.403309,178.881241,79.604744,,122.90610500000001,79.955917,133.941177,,,,,,,,,
13,2007-01-01,,,,,,24.748444,,,,56.62025500000001,180.133118,79.124344,,121.726532,78.45744300000001,132.225998,,,,,,,,,
14,2007-02-01,,,,,,24.956734,,,,57.763599,180.666336,79.875839,,123.798538,80.141075,131.63028,,84.620003,,,,,,,
15,2007-03-01,,,,,,25.534257999999998,,,,59.574673,181.75550800000002,81.358765,,125.30555700000001,80.37294,132.168076,,84.91999799999999,24.557055,,,,24.138132000000002,,
16,2007-04-01,,,,,,26.083382,,,,61.388946999999995,185.474197,84.700859,,128.382996,81.004189,138.142227,,83.720001,25.069263,,,,23.846020000000003,,
17,2007-05-01,,,,,,26.698782,,,,61.513649,184.25114399999998,88.055565,,126.79018400000001,79.891846,133.77938799999998,,82.16999799999999,24.885641,,,,24.264713,,
18,2007-06-01,,,,,,27.42779,,,,63.366066000000004,187.625565,88.743347,,127.92478899999999,80.312492,135.535583,,81.239998,25.098254999999998,,,,24.225761,,
19,2007-07-01,,,,,,27.210034999999998,,,,63.869907,190.748306,88.839066,,129.715134,81.71846,138.025711,,84.339996,25.436506,,,,24.001812,,
20,2007-08-01,,,,,,26.140188000000002,,,,61.561358999999996,190.177155,90.103195,,129.483109,81.307877,135.39209,,86.32,25.542814,,,,24.138132000000002,,
21,2007-09-01,,,,,,26.926004,,,,67.118279,193.56575,95.910973,,135.955551,84.553116,145.026245,,87.0,26.528574,,,,23.417589000000003,,
22,2007-10-01,,,,,,27.730755,,,,70.465874,197.546387,101.45179,,138.34008799999998,84.94577,147.33866899999998,,86.610001,27.050447,,,,23.125479000000002,,
23,2007-11-01,,,,,,26.765055,,,,67.405571,196.29689,96.015343,,140.297806,87.085808,147.008194,,89.849998,27.147090999999996,,,,23.193635999999998,,
24,2007-12-01,,,,,,26.017107,,,,67.17472099999999,190.471634,96.857132,,140.34729,87.162018,145.491821,,89.599998,26.654211,,,,23.076794,,
25,2008-01-01,,,,,,26.321218,,,,69.140785,191.41953999999998,96.27549,,143.489899,91.468369,148.468521,,93.910004,27.584071999999995,,,,23.014065,,
26,2008-02-01,,,,,,26.136129,,,,72.183472,191.806,98.292999,,146.80590800000002,95.118248,153.53315700000002,,96.129997,28.143013,,,,22.532969,,
27,2008-03-01,,,40.389998999999996,,,25.045095,,,,71.05851700000001,192.413864,94.625229,,153.028625,99.87293199999999,159.717361,,100.239998,28.917680999999998,,,,21.992964,,
28,2008-04-01,,,39.689999,,,26.009493,,,,73.67600300000001,193.421417,96.47129100000001,,151.736633,95.694611,158.46807900000002,,95.949997,28.643114,,,,22.199148,,
29,2008-05-01,16.773723999999998,,39.540001000000004,,23.083666,26.477081,39.810001,,,75.17443100000001,193.57247900000002,98.122208,,151.73645,95.261581,159.15971399999998,,94.650002,28.662727,,40.080002,,22.297329,,
30,2008-06-01,17.207306,,39.91,,23.348785,26.321218,38.689999,,,75.774872,195.213898,95.657127,,153.862473,97.298363,159.113541,,93.900002,28.878456,,41.360001000000004,,22.081326999999998,,
31,2008-07-01,17.770309,,40.0,,23.248224,26.282251000000002,39.310001,,,74.779335,194.99884,95.524521,,153.044189,94.995628,158.519821,,92.41999799999999,28.643114,,40.82,,22.307148,,
32,2008-08-01,17.084347,,39.57,,23.211655,25.278891,44.380001,,,68.536789,179.984146,92.213287,,144.320663,90.395157,149.439896,,91.650002,27.152615,,36.169998,,23.50498,,
33,2008-09-01,14.2499,,37.869999,,23.001389,23.632595000000002,47.279999,,,63.375034,176.299179,92.273537,,138.592941,88.779724,139.14138799999998,,93.879997,26.446585,,32.959998999999996,,23.995895,,
34,2008-10-01,12.936216,,39.0,,22.964823000000003,20.018542999999998,57.490002000000004,,,53.620346,159.894012,81.842827,,125.965332,85.72129100000001,124.621994,,100.970001,24.446178,,26.780001000000002,,26.018461,,
35,2008-11-01,12.321439999999999,,39.860001000000004,,23.129376999999998,19.648371,56.84,,25.790001,53.008129000000004,153.275665,79.39314300000001,,126.018028,82.26808199999999,119.57061000000002,,104.32,24.299089000000002,24.209999,27.110001,,26.067553,,72.720001
36,2008-12-01,12.949160000000001,,39.48,,22.772839,18.917768,46.43,,21.26,57.766445,145.426758,81.116585,,138.790985,93.908478,124.455872,,110.089996,25.671919,29.49,32.439999,,24.241352,114.639999,65.550003
37,2009-01-01,12.432133,,39.68,,23.377518,18.215586,54.66,,25.02,51.829361,144.743546,80.400963,,127.48686200000002,86.069458,116.84845700000001,,110.900002,24.61895,24.49,27.4,,25.649723,115.68,63.630001
38,2009-02-01,12.237145,,40.43,,23.498644,18.699623000000003,55.43,,24.91,52.231289000000004,143.086853,77.587158,,126.259193,85.25061,108.100098,,102.019997,24.076466,24.059998999999998,26.809998999999998,,26.17359,97.720001,74.400002
39,2009-03-01,12.842279,,41.18,,23.852709,20.270270999999997,49.790001000000004,,22.540001,56.958344,143.525955,78.289864,,132.437576,87.597321,118.35224199999999,,100.519997,24.855671,26.219998999999998,29.1,,25.343307,94.440002,75.57
40,2009-04-01,13.615506,,40.709998999999996,,23.787487,20.230759,49.799999,,22.459999,59.657814,147.83999599999999,82.674706,,131.960739,87.357658,121.236519,,100.889999,25.121980999999998,26.08,28.66,,25.04678,95.120003,74.639999
41,2009-05-01,15.350223000000002,,40.799999,,23.834072,21.011145000000003,43.490002000000004,,19.620001000000002,65.82944499999999,161.550003,90.341301,,141.033264,93.32929200000001,129.171463,,104.389999,26.571897999999997,29.700001,33.029999,,23.45541,101.400002,69.41999799999999
42,2009-06-01,15.578826999999999,18.576296,40.470001,,23.657042,21.248222,43.959998999999996,,19.83,66.359978,164.399994,84.707306,,140.008026,91.681595,126.64936100000001,,103.269997,26.384493,29.209999,32.529999,,23.623444,98.800003,70.379997
43,2009-07-01,16.466356,19.020917999999998,40.48,,23.684994,21.752016,42.560001,,19.09,69.010101,166.800003,91.46611800000001,,142.155197,93.16951800000001,135.324203,,105.059998,27.005882,30.129998999999998,33.599998,,23.050154,102.160004,67.650002
44,2009-08-01,16.325159,18.851961,40.450001,,23.610454999999998,22.097759,41.880001,,18.83,69.849236,162.5,89.956497,,142.975418,94.018326,136.817184,,106.800003,27.074928000000003,30.360001,33.869999,,22.990849,105.480003,65.190002
45,2009-09-01,17.515257000000002,19.341043,40.419998,,23.638407,22.729969,40.119999,,18.059998999999998,73.016304,159.520004,91.92004399999999,,145.908936,96.045486,139.851913,,110.68,27.548370000000002,31.530001000000002,35.25,,22.526289000000002,112.91999799999999,60.75
46,2009-10-01,17.602663,19.278799,40.369999,,23.563869,22.90778,39.48,,17.84,74.649506,163.820007,90.982651,,146.69722,96.97419000000001,137.539291,,110.32,27.666728999999997,31.950001,36.150002,,22.437328,112.040001,60.75
